%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101090.429,302.176,1.165,0.000,-0.174,0.344,-1.729,-1.449,1.284,2.300,0.324,-1.141,-0.534,-1.284,0.559,0.418,2.747,-1.912,2.408,1.256,0.104,0.677,-3.951,-0.050,-0.262,0.001,535.448,336.520
101098.492,302.176,1.166,0.329,0.063,0.344,-1.837,-1.449,1.392,2.091,0.865,-1.972,-0.427,-1.284,0.224,0.835,2.641,-1.062,2.827,1.360,0.934,-0.225,-3.941,-0.012,-0.262,0.001,535.448,336.520
101094.461,302.178,1.165,0.329,0.063,0.344,-1.729,-0.334,1.070,1.777,0.865,-0.208,-0.961,-1.177,0.895,-0.208,2.641,-1.062,2.827,0.837,1.142,0.451,-3.951,0.008,-0.252,0.001,535.448,336.520
101086.398,302.183,1.165,0.329,0.063,0.024,-2.702,-0.669,2.569,2.300,1.190,-0.726,-0.534,-1.391,-0.000,0.835,1.690,-1.274,2.513,1.465,1.142,0.564,-3.972,0.027,-0.272,0.001,535.448,336.520
101094.461,302.176,1.165,0.000,-0.174,-0.136,-1.081,-1.895,1.713,2.300,0.973,-1.038,-0.320,-1.070,0.112,0.731,2.113,-2.336,2.827,1.674,1.142,0.451,-3.962,0.008,-0.252,0.000,535.448,336.520
101086.398,302.175,1.165,0.000,-0.174,0.024,-1.621,-0.334,1.177,2.718,0.216,-1.141,-0.427,-1.498,0.447,0.104,2.324,-0.956,2.827,1.151,1.038,0.226,-3.972,0.027,-0.252,0.001,535.448,336.520
101078.335,302.176,1.165,0.000,-0.095,0.344,-1.837,-0.334,2.034,1.777,1.081,-0.623,-1.281,-0.321,0.671,1.044,2.641,-1.593,3.246,0.000,0.935,0.451,-3.983,-0.012,-0.262,0.001,535.448,336.520
101082.366,302.175,1.165,0.000,-0.253,-0.136,-1.945,-1.003,1.927,2.196,0.541,-1.245,-0.854,-1.819,0.447,0.313,2.641,-0.956,2.827,1.674,0.312,0.451,-3.993,-0.012,-0.262,0.001,535.448,336.520
101070.272,302.178,1.165,0.000,-0.016,0.344,-1.621,-0.557,2.248,1.673,1.190,-1.142,-1.175,-1.070,0.559,0.418,2.641,-1.274,2.932,0.628,0.831,0.226,-1.994,0.008,-0.110,0.001,535.448,336.520
101090.429,302.180,1.165,0.000,-0.016,0.344,-1.405,-1.115,1.820,2.405,0.541,-1.245,-0.534,-2.033,0.224,0.418,2.218,-2.018,2.408,1.047,0.311,0.000,-1.994,0.046,-0.120,0.002,535.448,336.520
