%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],,,,,,
101775.777,302.304,1.173,25.106,369.626,-0.16,392.252,393.569,396.368,396.268,396.255,393.85,395.054,394.06,395.502,396.026,397.123,393.877,397.648,396.106,395.704,394.919,13.098,3.86,1.032,0.117,535.448,336.52,,,,,,
101767.714,302.305,1.173,25.102,369.468,0,393.118,393.01,395.298,396.686,395.174,393.849,393.663,393.846,395.502,395.504,397.545,393.026,397.857,396.316,396.119,395.258,13.067,3.841,1.021,0.116,535.448,336.52,,,,,,
101775.777,302.307,1.173,25.095,369.31,-0.32,393.01,395.243,395.833,397.522,395.931,393.745,394.626,394.597,395.502,394.565,397.545,393.665,396.706,396.316,395.496,395.145,13.057,3.86,1.042,0.116,535.448,336.52,,,,,,
101763.683,302.302,1.173,25.094,369.231,-0.32,393.767,394.908,396.903,397.209,396.147,394.472,393.984,394.381,395.95,395.4,397.757,393.239,397.543,395.374,395.704,395.145,13.057,3.86,1.011,0.116,535.448,336.52,,,,,,
101763.683,302.299,1.173,25.091,369.152,-0.48,393.226,394.797,396.261,397.522,395.39,394.264,394.305,394.059,395.727,395.504,398.391,393.984,397.962,396.944,396.016,395.935,13.036,3.841,1.001,0.116,535.448,336.52,,,,,,
101759.651,302.3,1.173,25.097,369.31,-0.32,393.334,393.904,396.796,397.209,397.12,393.745,394.198,394.167,394.05,394.355,396.806,392.494,397.334,395.165,395.6,393.566,13.046,3.841,1.011,0.116,535.448,336.52,,,,,,
101763.683,302.304,1.173,25.086,368.994,-0.64,392.252,392.675,394.548,396.477,395.39,393.745,393.877,393.523,395.28,394.355,397.335,393.771,397.439,395.269,396.016,394.807,13.036,3.86,1.011,0.116,535.448,336.52,,,,,,
101755.62,302.302,1.173,25.089,369.073,-0.32,392.252,393.01,396.047,395.954,395.174,393.225,393.342,392.772,394.161,394.668,395.856,393.133,396.81,394.746,394.977,394.017,13.057,3.86,0.991,0.116,535.448,336.52,,,,,,
101767.714,302.302,1.173,25.085,368.994,0,392.577,392.564,394.977,395.954,394.417,392.393,393.77,393.201,394.05,393.52,396.49,391.537,396.602,395.479,394.666,394.243,13.046,3.822,1.021,0.116,535.448,336.52,,,,,,
101767.714,302.302,1.173,25.093,369.231,-0.32,393.226,395.467,395.94,397.522,396.363,393.329,394.84,394.274,395.616,394.668,397.441,393.133,396.393,395.435,394.562,394.581,13.057,3.88,1.021,0.115,535.448,336.52,,,,,,
101779.808,302.305,1.173,25.087,369.073,0,393.01,394.015,396.261,396.268,395.174,393.641,392.914,393.845,395.168,394.773,397.018,393.133,397.44,395.435,395.438,396.16,13.057,3.88,1.011,0.116,535.448,336.52,,,,,,
101763.683,302.307,1.173,25.081,368.836,0,393.334,394.685,396.903,398.359,396.363,394.576,395.374,394.167,396.063,396.13,397.864,393.984,398.173,396.796,396.165,394.355,13.067,3.88,1.021,0.115,535.448,336.52,,,,,,
101755.62,302.305,1.173,25.082,368.836,0.16,393.985,393.01,396.261,396.268,395.606,393.225,393.663,392.772,393.602,394.877,396.701,392.707,396.812,395.54,395.438,393.453,13.057,3.86,1.021,0.116,535.448,336.52,,,,,,
101767.714,302.307,1.173,25.077,368.757,0,392.47,393.345,394.977,396.163,395.282,393.017,393.021,393.094,395.504,394.146,397.018,392.92,396.707,394.179,394.607,393.904,13.036,3.822,1.021,0.117,535.448,336.52,,,,,,
101767.714,302.305,1.173,25.08,368.836,-0.16,390.954,392.006,394.548,394.176,393.876,391.665,392.165,392.236,393.043,393.729,395.328,391.962,395.66,394.493,394.4,394.581,13.046,3.86,1.032,0.116,535.448,336.52,,,,,,
101763.683,302.302,1.173,25.075,368.678,0,392.47,391.894,395.191,395.849,394.849,392.705,392.914,392.772,393.714,393.729,396.173,391.217,395.869,394.598,393.985,393.791,13.088,3.86,1.011,0.116,535.448,336.52,,,,,,
101767.714,302.31,1.173,25.137,370.495,-0.48,399.396,401.049,403.219,403.796,402.851,400.711,401.899,400.924,402.548,403.123,404.455,401.43,405.875,404.163,403.179,403.04,15.056,4.63,1.123,0.141,535.448,336.52,,,,,,
101771.745,302.31,1.173,25.136,370.495,-0.32,401.453,401.161,404.61,405.364,403.824,401.646,402.434,402.104,402.548,402.497,405.089,399.622,405.037,403.222,402.763,402.025,15.108,4.572,1.113,0.14,535.448,336.52,,,,,,
101775.777,302.309,1.173,25.144,370.732,-0.32,400.695,401.384,403.433,404.737,403.5,401.023,402.434,402.318,403.666,403.123,405.194,401.643,405.037,403.222,403.698,401.912,15.076,4.61,1.113,0.141,535.448,336.52,,,,,,
101767.714,302.312,1.173,25.15,370.891,0.16,400.262,401.384,403.754,403.273,403.067,400.607,400.508,400.816,402.883,402.706,404.244,400.685,405.351,402.28,403.594,402.701,15.097,4.591,1.113,0.141,535.448,336.52,,,,,,
101759.651,302.313,1.173,25.148,370.811,-0.32,400.587,401.049,403.54,404.632,401.987,401.543,401.471,400.495,401.765,402.497,405.194,400.047,404.514,403.536,402.66,403.265,15.097,4.591,1.123,0.141,535.448,336.52,,,,,,
101759.651,302.312,1.173,25.138,370.495,-0.32,400.479,402.166,403.54,404.632,403.825,400.712,402.006,401.889,402.995,402.706,405.406,401.537,405.456,404.059,403.49,402.363,15.087,4.61,1.123,0.141,535.448,336.52,,,,,,
101767.714,302.312,1.173,25.153,370.97,-0.48,400.804,401.607,403.968,405.259,403.393,401.544,400.83,401.567,403.331,402.601,405.406,400.473,404.933,402.698,402.971,402.476,15.076,4.591,1.123,0.141,535.448,336.52,,,,,,
101775.777,302.31,1.173,25.146,370.811,-0.32,399.937,401.831,403.647,404.109,402.852,401.024,401.258,400.495,402.548,403.019,404.455,401.324,405.666,403.849,403.906,403.604,15.066,4.61,1.113,0.14,535.448,336.52,,,,,,
101767.714,302.31,1.173,25.145,370.732,-0.48,401.345,401.161,404.396,405.678,403.717,401.96,402.328,402.104,402.822,402.914,404.983,400.26,405.037,402.908,402.971,401.235,15.076,4.572,1.123,0.141,535.448,336.52,,,,,,
101763.683,302.309,1.173,25.15,370.891,-0.64,399.937,399.933,401.613,403.377,402.311,399.672,400.295,400.387,402.933,401.453,404.032,400.154,403.571,402.489,402.14,401.912,15.066,4.572,1.103,0.141,535.448,336.52,,,,,,
101755.62,302.312,1.173,25.149,370.811,-0.32,399.18,400.826,403.754,403.482,402.095,400.712,400.295,400.924,401.815,402.184,404.097,400.26,404.723,402.384,402.66,401.573,15.045,4.61,1.093,0.141,535.448,336.52,,,,,,
101755.62,302.309,1.173,25.159,371.128,-0.48,399.721,399.821,402.683,403.273,401.987,400.4,400.616,399.851,401.368,401.662,403.885,398.878,403.781,402.489,401.621,401.122,15.076,4.63,1.113,0.141,535.448,336.52,,,,,,
101759.651,302.309,1.173,25.159,371.128,-0.16,398.963,400.044,402.041,402.855,402.095,398.84,400.188,400.173,401.256,401.14,403.04,399.197,402.989,401.652,401.829,400.107,15.066,4.591,1.103,0.142,535.448,336.52,,,,,,
101747.557,302.31,1.173,25.166,371.286,-0.48,398.747,399.486,401.827,402.541,401.771,399.152,398.156,399.744,401.256,401.14,403.146,399.197,403.722,400.669,401.414,400.333,15.076,4.61,1.093,0.142,535.448,336.52,,,,,,
101759.651,302.313,1.173,25.178,371.681,-0.16,397.339,399.263,401.827,402.959,401.23,399.568,400.509,399.208,400.809,401.036,402.829,399.516,403.408,401.506,400.733,399.656,15.076,4.61,1.113,0.141,535.448,336.52,,,,,,
101755.62,302.312,1.173,25.176,371.602,-0.32,398.747,398.816,401.72,402.436,401.338,399.048,399.653,399.315,399.914,401.14,402.723,397.814,402.57,401.611,401.459,400.221,15.076,4.591,1.103,0.142,535.448,336.52,,,,,,
101767.714,302.313,1.173,25.174,371.602,-0.16,398.208,400.379,401.506,403.273,401.771,399.568,399.867,399.529,401.815,400.096,403.04,399.197,402.884,401.715,401.252,401.123,15.076,4.61,1.113,0.142,535.448,336.52,,,,,,
101747.557,302.313,1.172,25.185,371.839,-0.32,398.857,399.486,402.683,402.436,401.771,399.88,400.616,400.387,401.48,401.557,403.04,399.516,403.408,401.506,401.978,401.575,15.056,4.61,1.113,0.142,535.448,336.52,,,,,,
101755.62,302.31,1.173,25.178,371.681,-0.16,399.29,400.826,402.898,403.587,401.771,400.192,401.044,399.744,401.591,401.766,403.463,398.984,403.303,401.925,401.252,400.898,15.076,4.63,1.113,0.142,535.448,336.52,,,,,,
101751.588,302.31,1.173,25.187,371.918,-0.32,398.641,400.044,401.827,403.482,401.771,398.529,400.509,399.958,401.815,401.662,403.463,400.58,403.512,402.239,401.771,400.221,15.087,4.61,1.103,0.142,535.448,336.52,,,,,,
101775.777,302.31,1.173,24.779,360.063,0.16,387.922,387.654,390.59,391.147,390.308,387.82,388.85,388.27,389.128,389.66,391.947,387.495,392.414,389.888,390.247,388.04,17.013,5.207,1.245,0.141,535.448,336.52,,,,,,
101775.777,302.313,1.173,24.787,360.3,0,387.273,387.763,389.52,390.415,389.227,387.093,387.567,386.983,389.24,387.781,390.468,385.792,390.425,388.422,388.171,387.25,17.013,5.207,1.255,0.14,535.448,336.52,,,,,,
101771.745,302.317,1.173,24.788,360.3,0,384.891,385.865,388.661,389.056,387.496,386.261,386.711,386.875,387.45,388.095,388.884,386.005,389.901,388.108,388.482,387.814,17.034,5.207,1.245,0.14,535.448,336.52,,,,,,
101767.714,302.312,1.173,24.786,360.221,-0.16,385.865,385.753,388.768,389.785,387.496,386.261,386.497,387.09,387.562,387.886,389.834,384.516,389.273,387.585,387.444,386.573,17.023,5.226,1.245,0.14,535.448,336.52,,,,,,
101767.714,302.312,1.173,24.786,360.221,0.16,384.999,385.418,387.698,388.008,387.929,384.389,385.641,385.803,386.667,386.842,389.412,385.26,388.959,387.899,387.859,387.137,17.013,5.207,1.245,0.141,535.448,336.52,,,,,,
101767.714,302.31,1.173,24.791,360.38,0.16,385.432,387.205,389.411,389.471,388.361,386.882,386.497,386.446,387.227,387.886,389.94,386.112,390.634,388.004,388.794,388.152,17.023,5.207,1.265,0.14,535.448,336.52,,,,,,
101755.62,302.312,1.173,24.784,360.142,-0.16,385.649,386.87,389.518,390.831,389.119,387.09,387.136,386.768,387.674,388.199,389.729,386.005,390.006,389.155,387.652,388.491,16.992,5.226,1.235,0.141,535.448,336.52,,,,,,
101763.683,302.312,1.173,24.786,360.221,-0.16,386.082,387.093,388.982,390.517,389.01,386.778,387.35,387.732,388.01,387.886,390.574,386.644,390.844,389.783,389.417,388.491,16.992,5.226,1.245,0.14,535.448,336.52,,,,,,
101767.714,302.31,1.173,24.777,359.984,0,386.948,387.651,389.732,391.876,390.2,388.442,388.955,388.805,390.073,389.243,392.159,388.24,391.786,390.411,390.247,390.972,16.992,5.226,1.214,0.14,535.448,336.52,,,,,,
101775.777,302.309,1.173,24.779,360.063,-0.16,387.273,389.549,391.123,391.144,390.2,387.818,388.313,387.947,389.961,389.658,391.525,387.708,391.681,390.202,390.351,390.183,17.044,5.207,1.255,0.141,535.448,336.52,,,,,,
101767.714,302.31,1.173,24.777,359.984,-0.32,388.031,388.433,391.016,392.399,390.092,389.482,389.597,389.448,390.744,390.91,393.426,388.346,392.519,391.039,390.559,390.634,17.013,5.226,1.285,0.14,535.448,336.52,,,,,,
101767.714,302.31,1.173,24.775,359.905,-0.32,387.922,389.996,391.123,393.026,391.822,388.546,390.453,389.663,391.638,391.119,393.321,389.197,393.042,391.458,391.701,390.634,17.013,5.207,1.275,0.14,535.448,336.52,,,,,,
101767.714,302.313,1.173,24.78,360.063,-0.16,388.897,389.438,391.765,392.294,391.281,389.274,388.634,389.019,390.52,390.597,392.476,388.24,393.147,390.306,390.662,390.296,17.023,5.168,1.255,0.14,535.448,336.52,,,,,,
101775.777,302.31,1.173,24.774,359.905,-0.16,387.489,388.544,391.658,391.876,390.416,388.754,389.169,388.269,389.849,389.971,392.159,387.92,392.728,390.455,390.04,388.829,17.023,5.207,1.245,0.14,535.448,336.52,,,,,,
101771.745,302.309,1.173,24.769,359.747,-0.16,386.407,386.981,389.839,390.726,389.876,387.506,388.099,387.947,388.619,389.762,391.63,387.92,392.624,390.037,390.247,388.716,17.023,5.207,1.245,0.14,535.448,336.52,,,,,,
101779.808,302.313,1.173,24.768,359.747,0,387.273,388.321,390.053,391.144,390.416,388.338,388.527,388.054,390.185,388.405,391.736,387.176,391.577,389.723,389.105,388.038,17.034,5.226,1.245,0.142,535.448,336.52,,,,,,
101767.714,302.307,1.173,24.772,359.826,-0.32,386.514,386.646,390.16,389.262,389.119,387.402,387.778,387.089,388.954,389.136,390.257,387.069,391.053,388.258,388.898,388.264,17.023,5.207,1.255,0.141,535.448,336.52,,,,,,
101759.651,302.31,1.173,24.762,359.51,-0.64,386.405,387.539,389.732,390.726,388.686,387.194,387.671,387.303,388.731,388.823,391.208,385.367,390.425,389.199,388.171,387.813,17.003,5.226,1.245,0.141,535.448,336.52,,,,,,
101771.745,302.309,1.173,24.763,359.589,-0.32,386.405,386.87,389.304,390.099,389.551,385.843,387.564,387.089,388.395,388.197,389.834,386.431,389.587,388.258,388.378,387.474,17.003,5.187,1.235,0.141,535.448,336.52,,,,,,
101767.714,302.307,1.173,24.756,359.352,-0.48,386.189,387.205,389.411,389.89,388.794,386.778,386.067,387.196,387.836,387.779,389.834,385.686,390.425,387.63,388.586,388.715,17.013,5.187,1.255,0.142,535.448,336.52,,,,,,
101767.714,302.31,1.173,24.986,366.07,-0.48,397.665,399.264,401.828,401.288,400.797,398.736,399.439,398.78,400.983,401.037,402.194,398.452,402.674,400.083,400.896,399.883,19.023,6.053,1.367,0.154,535.448,336.52,,,,,,
101783.84,302.315,1.173,24.982,365.991,-0.32,398.423,398.258,401.293,401.81,400.04,398.009,398.691,398.351,399.305,399.888,402.405,397.601,401.836,400.606,399.754,399.995,19.023,6.034,1.367,0.155,535.448,336.52,,,,,,
101775.777,302.309,1.173,24.982,365.991,0,398.098,398.928,401.185,402.229,401.446,398.009,399.119,399.316,399.753,400.515,402.405,398.984,402.359,400.397,400.584,398.529,19.012,6.072,1.377,0.154,535.448,336.52,,,,,,
101779.808,302.312,1.173,24.979,365.912,-0.32,397.124,398.146,399.365,400.45,398.851,396.969,396.551,396.849,398.97,398.636,401.137,397.282,401.836,399.56,399.65,399.093,19.023,6.014,1.346,0.155,535.448,336.52,,,,,,
101787.871,302.315,1.173,24.978,365.912,-0.48,396.474,397.811,400.436,400.973,399.175,397.905,398.156,397.278,398.858,399.053,400.187,396.005,400.894,398.409,398.092,396.16,19.054,6.034,1.346,0.154,535.448,336.52,,,,,,
101779.808,302.313,1.173,24.982,365.991,-0.32,395.5,394.573,397.331,398.568,397.337,394.784,395.802,395.562,396.621,397.592,399.13,394.941,399.847,398.095,398.508,396.724,19.023,6.014,1.367,0.155,535.448,336.52,,,,,,
101783.84,302.315,1.173,24.976,365.833,0,394.958,395.802,397.546,398.672,397.877,395.408,396.444,395.991,397.963,396.861,399.447,395.473,399.428,397.258,397.988,396.95,19.054,6.053,1.367,0.154,535.448,336.52,,,,,,
101783.84,302.315,1.173,24.976,365.833,-0.16,395.175,395.802,398.83,398.254,397.228,395.616,395.802,395.454,397.068,396.966,397.968,393.984,398.486,395.897,396.742,395.596,19.023,6.053,1.367,0.154,535.448,336.52,,,,,,
101779.808,302.313,1.173,24.979,365.912,-0.16,393.659,395.578,397.974,398.568,396.688,394.888,395.374,395.132,395.888,396.235,399.236,394.516,398.904,398.095,396.535,397.627,19.064,6.053,1.367,0.154,535.448,336.52,,,,,,
101795.934,302.317,1.173,24.972,365.754,0,395.608,397.141,398.616,399.822,399.391,396.552,396.765,397.813,397.342,397.279,399.975,396.644,399.847,398.723,399.027,397.739,19.012,6.053,1.357,0.155,535.448,336.52,,,,,,
101779.808,302.31,1.173,24.974,365.754,-0.48,396.474,397.7,399.258,400.241,399.391,397.592,396.872,397.706,398.908,397.592,400.188,396.112,399.951,398.513,398.196,398.078,19.002,6.034,1.346,0.154,535.448,336.52,,,,,,
101767.714,302.313,1.173,24.973,365.675,-0.64,395.608,397.03,399.044,399.822,398.526,396.448,397.621,396.526,398.348,398.323,399.765,396.431,400.475,399.351,398.508,399.206,19.023,6.034,1.377,0.156,535.448,336.52,,,,,,
101775.777,302.312,1.173,24.972,365.675,-0.48,396.907,396.472,400.329,401.182,400.04,398.007,398.37,398.35,399.579,399.262,401.984,397.601,402.465,400.606,400.273,399.206,18.981,6.053,1.367,0.156,535.448,336.52,,,,,,
101779.808,302.307,1.173,24.971,365.675,-0.48,397.232,398.593,399.686,401.182,399.932,397.592,397.835,397.384,399.467,398.114,401.033,397.495,400.371,399.831,399.546,399.431,19.002,6.053,1.367,0.154,535.448,336.52,,,,,,
101771.745,302.315,1.173,24.978,365.833,-0.48,397.557,398.035,401.292,400.136,400.04,396.76,398.049,397.813,399.579,398.845,400.716,397.176,401.104,399.412,399.487,399.093,18.991,6.034,1.346,0.156,535.448,336.52,,,,,,
101771.745,302.31,1.173,24.98,365.912,-0.32,397.665,397.811,400.757,401.391,399.5,397.904,398.37,397.706,400.026,400.097,401.984,397.495,402.047,399.727,399.383,399.544,19.002,6.053,1.357,0.156,535.448,336.52,,,,,,
101775.777,302.31,1.173,24.982,365.991,-0.16,396.692,397.141,399.365,400.868,400.148,396.656,397.835,398.028,398.348,399.053,400.822,397.388,400.371,399.203,399.175,397.514,19.002,6.034,1.367,0.155,535.448,336.52,,,,,,
101775.777,302.312,1.173,24.98,365.912,-0.16,396.475,397.588,399.044,399.718,398.742,397.28,397.086,396.955,399.019,398.323,400.927,396.112,401.628,398.575,398.76,397.965,18.981,6.034,1.336,0.155,535.448,336.52,,,,,,
101775.777,302.312,1.173,24.985,366.07,-0.32,395.718,396.36,399.471,399.718,398.851,396.656,397.3,396.633,397.901,398.427,399.343,396.218,400.057,398.366,398.656,397.514,18.991,6.053,1.336,0.157,535.448,336.52,,,,,,
101779.808,302.312,1.173,24.987,366.149,-0.16,396.042,395.467,397.973,398.568,397.228,395.72,396.551,396.204,397.118,397.383,400.082,395.048,399.743,398.052,397.722,395.032,19.002,6.072,1.367,0.157,535.448,336.52,,,,,,
