%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],,,,,,
101755.62,302.246,1.173,0,-0.075,-0.16,-1.837,-0.446,1.07,1.777,0.649,-1.142,-1.495,-1.498,-0.112,-0.625,2.324,-2.124,2.094,0.733,0.208,-0.675,9.058,-0.063,0.575,0.003,535.448,336.52,,,,,,
101755.62,302.246,1.173,0.082,0.004,-0.32,-2.27,-0.892,1.177,1.255,0.324,-1.557,-1.495,-1.926,0.336,0.313,1.796,-2.23,2.303,0.419,0.415,-0.113,9.048,-0.083,0.575,0.001,535.448,336.52,,,,,,
101747.557,302.246,1.173,0,-0.154,-0.48,-1.189,-1.337,0.856,2.196,0,-1.349,-1.388,-1.819,0.671,0,2.536,-2.336,2.303,1.047,-0.104,-0.225,9.027,-0.083,0.564,0.001,535.448,336.52,,,,,,
101751.588,302.246,1.173,0,-0.154,0,-1.405,-1.337,1.284,1.882,0.433,-2.283,-1.281,-1.498,0.224,-0.417,1.69,-1.593,2.303,0.942,1.038,-0.338,9.038,-0.044,0.564,0.001,535.448,336.52,,,,,,
101747.557,302.241,1.173,0,-0.154,0,-1.729,-0.78,0.749,1.987,0.757,-1.142,-1.388,-1.712,0.447,-0.729,2.324,-1.699,2.513,0.733,0.311,-0.225,9.027,-0.044,0.575,0,535.448,336.52,,,,,,
101767.714,302.244,1.173,0,-0.075,0.16,-2.054,-0.892,1.391,1.987,0.108,-1.661,-1.922,-1.498,0.112,0,1.479,-2.336,2.932,0.105,0.415,-0.45,11.099,-0.083,0.707,0.001,535.448,336.52,,,,,,
101767.714,302.246,1.173,0.082,0.004,0.16,-2.378,-1.003,1.284,2.091,0,-1.764,-1.281,-2.14,0,0.104,1.479,-2.23,2.094,0.837,0.104,0.113,11.089,-0.063,0.696,0.001,535.448,336.52,,,,,,
101759.651,302.241,1.173,0.082,0.004,-0.16,-2.054,-1.672,1.177,1.359,0.649,-1.764,-0.747,-1.498,-0.335,-0.208,1.585,-1.912,2.199,0.523,0.208,-1.126,11.068,-0.044,0.707,0.002,535.448,336.52,,,,,,
101759.651,302.246,1.173,0,-0.075,-0.16,-2.378,-1.115,0.749,1.882,0.433,-1.453,-1.281,-1.819,0.336,-0.729,1.69,-2.443,2.199,0.523,0.727,0.338,11.068,-0.063,0.696,0.002,535.448,336.52,,,,,,
101751.588,302.246,1.173,0,-0.075,-0.32,-2.918,-0.892,1.07,0.732,0.757,-1.349,-1.068,-1.605,-0.335,0.835,1.479,-1.912,2.513,-0.104,0.623,-0.225,11.026,-0.063,0.707,0.002,535.448,336.52,,,,,,
101767.714,302.246,1.173,0,-0.075,-0.32,-2.162,-1.672,0.535,1.359,-0.54,-1.349,-1.388,-1.391,-0.335,0.313,1.902,-2.549,2.408,0.733,0.415,0.113,11.037,-0.025,0.696,0.001,535.448,336.52,,,,,,
101759.651,302.244,1.173,0.526,0.162,0,-1.621,-0.78,0.535,1.777,0.865,-2.283,-1.388,-1.284,0,-0.521,2.536,-1.805,1.78,0.314,0.311,-1.013,11.099,-0.063,0.696,0.001,535.448,336.52,,,,,,
101767.714,302.246,1.173,0,-0.233,0.16,-1.945,-0.892,1.284,1.046,-0.108,-1.142,-1.922,-1.498,-0.112,0.104,1.373,-2.23,2.303,0.209,0.934,-0.113,11.057,-0.063,0.676,0.001,535.448,336.52,,,,,,
101763.683,302.246,1.173,0.641,0.241,-0.16,-2.27,-1.56,0.963,1.882,0.757,-1.557,-1.068,-2.14,-0.112,0.209,2.007,-2.23,2.408,1.256,-0.415,-0.225,11.078,-0.044,0.686,0.002,535.448,336.52,,,,,,
101759.651,302.246,1.173,0.739,0.32,-0.16,-2.054,-1.672,1.177,1.882,0.973,-1.453,-1.815,-1.177,-0.893,0,1.796,-2.443,2.408,0.523,0.311,-0.675,11.057,-0.044,0.686,0.001,535.448,336.52,,,,,,
101763.683,302.25,1.173,0.641,0.241,0,-1.945,-1.337,0.535,2.196,0.649,-1.349,-1.495,-1.605,0.112,-0.625,2.219,-1.699,2.094,0.942,0.208,0.113,11.047,-0.044,0.696,0.001,535.448,336.52,,,,,,
101755.62,302.247,1.173,0.641,0.241,-0.48,-2.27,-1.337,0.963,0.732,0.541,-1.038,-1.175,-1.819,-0.223,0.522,1.585,-2.867,2.722,0.628,1.142,0,11.057,-0.063,0.696,0.001,535.448,336.52,,,,,,
101755.62,302.246,1.173,0.376,0.083,-0.16,-1.729,-1.783,1.284,1.673,0.216,-1.453,-1.281,-1.284,-0.558,0,2.219,-2.336,2.303,0.733,0.519,-0.113,11.047,-0.044,0.696,0.001,535.448,336.52,,,,,,
101751.588,302.244,1.173,0,-0.075,-0.32,-2.27,-0.892,0.535,1.673,0.649,-1.764,-1.175,-1.498,0,-0.104,2.43,-1.912,2.094,1.047,0.104,-0.788,11.068,-0.063,0.696,0.002,535.448,336.52,,,,,,
101751.588,302.244,1.173,0,-0.312,-0.16,-2.378,-1.337,1.284,1.359,0.324,-1.349,-1.602,-1.712,0.112,-0.313,1.796,-2.336,2.827,0.105,0.727,-0.338,11.047,-0.083,0.686,0.001,535.448,336.52,,,,,,
101747.557,302.246,1.173,0.526,0.162,-0.32,-2.702,-0.78,0.963,1.882,0.216,-1.557,-0.961,-2.461,-0.223,0.209,1.69,-1.805,2.722,0.837,0,-0.338,11.047,-0.044,0.717,0.001,535.448,336.52,,,,,,
101755.62,302.241,1.173,0,-0.154,-0.48,-1.837,-1.449,0.856,1.987,0.757,-1.349,-1.388,-1.391,-0.781,-0.104,2.007,-2.336,2.303,0.837,0.623,-0.675,11.047,-0.083,0.686,0.001,535.448,336.52,,,,,,
101755.62,302.247,1.173,0,-0.154,0.16,-2.378,-1.003,0.214,1.882,0.324,-1.661,-1.281,-1.391,0,-1.146,1.902,-2.018,2.094,0.314,-0.207,-0.338,11.047,-0.063,0.707,0.001,535.448,336.52,,,,,,
101755.62,302.246,1.173,0,-0.075,-0.16,-2.054,-1.003,1.284,1.255,0.108,-1.453,-1.175,-2.247,0.112,0.104,1.268,-1.912,1.885,-0.313,-0.104,0,11.078,-0.025,0.696,0.001,535.448,336.52,,,,,,
101759.651,302.247,1.173,0.082,0.004,-0.16,-1.837,-1.56,1.177,2.196,-0.324,-1.764,-1.708,-1.819,-0.335,-0.417,2.113,-2.867,2.513,0.419,-0.104,-0.113,11.068,-0.025,0.686,0.002,535.448,336.52,,,,,,
101759.651,302.254,1.173,0,-0.154,0.16,-1.405,-0.892,1.392,1.673,0.757,-2.491,-1.388,-1.605,0.112,-0.104,1.585,-1.912,2.617,0.523,0.415,-1.126,13.057,-0.025,0.859,0.002,535.448,336.52,,,,,,
101767.714,302.246,1.173,0,-0.075,-0.16,-1.297,-1.003,0.963,1.777,0.324,-1.038,-1.602,-1.284,0,-0.313,1.796,-2.23,2.617,0,-0.311,0.226,13.046,-0.025,0.859,0.002,535.448,336.52,,,,,,
101763.683,302.25,1.173,0,-0.154,-0.16,-2.486,-1.672,1.177,1.673,0.324,-1.245,-0.747,-2.14,0.112,0.209,1.69,-2.018,1.989,0.628,0,-0.45,13.077,-0.044,0.849,0.002,535.448,336.52,,,,,,
101779.808,302.246,1.173,0,-0.233,-0.32,-1.945,-1.895,1.07,1.464,0.541,-1.764,-1.281,-1.605,-1.005,-0.417,2.219,-2.655,2.513,1.256,0.623,-0.338,13.025,-0.025,0.869,0.002,535.448,336.52,,,,,,
101763.683,302.246,1.173,0,-0.47,0,-2.378,-0.892,0.749,1.882,0.324,-1.349,-1.281,-1.391,0.224,-0.625,1.69,-1.805,2.513,0.523,0,-0.563,13.036,-0.025,0.859,0.002,535.448,336.52,,,,,,
101755.62,302.247,1.173,0,-0.391,-0.32,-2.27,-1.226,1.07,0.836,0.216,-2.076,-1.815,-2.033,-0.112,0.313,1.479,-1.805,2.932,0,0.519,0.338,13.057,-0.063,0.849,0.003,535.448,336.52,,,,,,
101759.651,302.246,1.173,0,-0.154,-0.32,-1.621,-1.56,1.284,2.196,-0.648,-1.349,-1.068,-2.033,-0.112,0.313,2.007,-2.443,2.199,0.209,-0.207,0,13.036,-0.044,0.869,0.003,535.448,336.52,,,,,,
101747.557,302.247,1.173,0,-0.312,-0.32,-2.378,-1.226,1.392,1.882,0.541,-1.764,-1.388,-1.712,0.112,-0.104,2.219,-2.018,1.989,0.837,0.311,-1.238,13.057,-0.044,0.839,0.002,535.448,336.52,,,,,,
101755.62,302.249,1.173,0,-0.075,0.16,-1.621,-1.003,0.535,2.091,0.324,-0.934,-1.922,-1.605,-0.112,0.209,2.113,-2.018,2.827,0,0.415,0.226,13.057,-0.044,0.859,0.002,535.448,336.52,,,,,,
101751.588,302.244,1.173,0,-0.154,-0.32,-2.594,-1.449,0.749,1.673,0.216,-1.453,-1.388,-2.033,-0.447,0.522,1.585,-1.912,2.094,1.047,0.208,-0.338,13.057,-0.025,0.869,0.003,535.448,336.52,,,,,,
101763.683,302.247,1.173,0,-0.075,0,-1.621,-2.118,0.856,1.987,0.216,-1.245,-0.534,-2.033,-0.447,-0.104,2.324,-2.549,3.141,1.047,0.104,-0.901,13.077,-0.025,0.879,0.002,535.448,336.52,,,,,,
101759.651,302.254,1.173,0.082,0.004,0.16,-2.594,-0.669,0,2.091,0.216,-1.972,-1.495,-1.926,-0.335,-0.625,1.585,-2.23,1.989,0.419,0.415,-0.675,13.077,-0.025,0.849,0.002,535.448,336.52,,,,,,
101771.745,302.246,1.173,0,-0.075,-0.16,-2.27,-1.449,1.284,1.15,0.433,-1.453,-1.922,-1.712,-0.223,-0.208,1.69,-2.443,2.199,-0.313,0.311,-0.45,13.067,-0.025,0.859,0.002,535.448,336.52,,,,,,
101763.683,302.25,1.173,0.082,0.004,0,-2.162,-1.783,0.856,1.673,-0.216,-1.557,-1.281,-2.247,-0.447,0,1.902,-2.655,1.989,0.628,-0.518,-0.45,13.067,-0.025,0.859,0.002,535.448,336.52,,,,,,
101759.651,302.247,1.173,0.376,0.083,-0.48,-2.27,-1.449,0.535,1.255,0.324,-2.491,-1.388,-1.605,-0.447,-0.625,2.007,-2.761,1.885,0.523,0.623,-0.788,13.057,-0.025,0.849,0.002,535.448,336.52,,,,,,
101751.588,302.249,1.173,0.082,0.004,-0.32,-1.945,-0.669,1.177,1.464,0,-1.142,-2.242,-1.926,-0.112,-0.729,1.69,-2.23,2.408,0.419,0.104,-0.563,13.025,-0.063,0.849,0.001,535.448,336.52,,,,,,
101751.588,302.242,1.173,0.082,0.004,-0.32,-2.918,-1.449,1.284,1.673,0.433,-2.18,-1.281,-1.712,0.112,0.418,1.69,-1.699,2.408,0.942,0.831,0,13.088,-0.044,0.849,0.002,535.448,336.52,,,,,,
101747.557,302.247,1.173,0,-0.075,-0.16,-1.621,-1.783,1.713,2.091,0.433,-1.453,-1.708,-1.391,-0.67,-0.417,1.796,-2.761,2.827,0.733,0.727,-0.225,13.067,-0.006,0.849,0.002,535.448,336.52,,,,,,
101747.557,302.246,1.173,0,-0.075,-0.16,-2.162,-1.115,0.214,1.568,0.649,-1.764,-1.281,-1.284,0,-0.208,1.796,-1.912,1.989,0.837,0.623,-0.338,13.046,-0.006,0.859,0.002,535.448,336.52,,,,,,
101747.557,302.244,1.173,0,-0.154,0,-2.27,-1.672,1.177,1.15,0.649,-1.557,-1.495,-0.963,0.112,0.313,1.69,-2.018,2.513,0,0.311,0,13.067,-0.044,0.849,0.003,535.448,336.52,,,,,,
101763.683,302.25,1.173,0,-0.075,-0.16,-1.837,-0.669,0.535,1.777,0.649,-1.66,-1.388,-1.284,0.336,-0.417,2.007,-1.805,1.57,0.837,0.934,-0.563,14.993,0.014,0.981,0.002,535.448,336.52,,,,,,
101751.588,302.25,1.173,0,-0.154,-0.16,-2.486,-0.78,1.82,1.254,0.433,-1.453,-1.708,-1.605,0.559,-0.104,1.902,-2.018,3.036,-0.104,0.831,0.451,14.993,-0.025,0.971,0.002,535.448,336.52,,,,,,
101751.588,302.246,1.173,0,-0.075,-0.32,-2.054,-1.115,1.499,2.718,0.216,-1.245,-0.641,-1.712,0.336,0,2.219,-2.124,2.303,1.361,0.104,-0.338,14.972,-0.025,0.971,0.003,535.448,336.52,,,,,,
101755.62,302.244,1.173,0,-0.154,-0.32,-1.945,-1.337,1.713,2.3,1.081,-1.245,-1.068,-1.07,-0.447,0.731,2.219,-2.23,3.246,0.733,1.246,-0.45,14.962,-0.044,0.981,0.002,535.448,336.52,,,,,,
101755.62,302.247,1.173,0,-0.154,-0.16,-1.729,-1.003,0.749,2.614,0.757,-1.245,-1.388,-1.498,1.118,-0.521,2.219,-1.912,2.303,0.733,0.623,0.338,14.972,-0.006,0.981,0.003,535.448,336.52,,,,,,
101751.588,302.247,1.173,0,-0.075,-0.16,-2.27,-0.557,1.177,1.359,0.541,-1.142,-0.961,-1.177,0.224,0.418,1.796,-2.124,2.932,0.942,1.038,0.338,14.962,-0.025,0.971,0.001,535.448,336.52,,,,,,
101751.588,302.246,1.173,0,-0.154,-0.16,-1.837,-1.115,1.606,2.3,0.649,-1.245,-0.854,-1.391,-0.112,0.104,2.641,-2.761,2.617,1.256,1.869,-0.338,14.983,-0.006,0.961,0.002,535.448,336.52,,,,,,
101751.588,302.247,1.173,0,-0.154,-0.32,-1.081,-0.669,1.284,2.405,1.406,-1.972,-1.388,-0.963,0.336,0.209,1.902,-1.912,2.199,0.837,0,-0.45,14.983,-0.044,0.961,0.002,535.448,336.52,,,,,,
101755.62,302.25,1.173,0,-0.154,0,-1.837,-0.334,1.284,1.673,0.433,-1.038,-1.495,-1.819,0.783,-0.104,1.902,-1.912,3.455,0.628,1.038,0.677,14.972,-0.044,0.971,0.002,535.448,336.52,,,,,,
101751.588,302.249,1.173,0.082,0.004,-0.16,-2.81,-0.669,1.499,1.987,1.19,-1.349,-0.641,-1.605,-0.112,0.522,2.007,-1.912,2.617,1.57,-0.207,0.113,15.014,-0.025,0.961,0.003,535.448,336.52,,,,,,
101763.683,302.25,1.173,0,-0.075,-0.16,-1.621,-2.006,1.177,1.987,0.973,-1.557,-1.175,-1.605,-1.228,0.104,2.219,-2.549,2.827,0.942,0.623,-0.788,14.993,-0.044,0.971,0.002,535.448,336.52,,,,,,
101759.651,302.247,1.173,0,-0.154,-0.32,-2.378,-0.669,0.642,1.568,0.541,-1.245,-1.175,-1.498,0.447,-0.313,2.43,-1.805,1.989,0.419,0.104,0.226,14.993,-0.044,0.971,0.003,535.448,336.52,,,,,,
101751.588,302.247,1.173,0,-0.154,-0.64,-2.378,-1.449,1.392,1.046,0.433,-1.764,-1.281,-1.498,0.224,-0.208,1.479,-2.018,2.827,0.419,-0.104,0.113,14.962,-0.044,0.971,0.002,535.448,336.52,,,,,,
101755.62,302.244,1.173,0,-0.075,-0.16,-1.621,-1.337,1.07,2.091,0.324,-1.557,-1.068,-2.14,-0.447,0,1.902,-2.23,2.513,0.628,-0.415,0,14.972,-0.044,0.961,0.003,535.448,336.52,,,,,,
101747.557,302.244,1.173,0,-0.154,-0.48,-2.054,-1.449,0.856,1.359,0.541,-1.868,-1.815,-2.033,-0.67,-0.417,1.902,-1.593,1.78,0.942,-0.104,-1.013,14.972,-0.063,0.961,0.003,535.448,336.52,,,,,,
101755.62,302.244,1.173,0,-0.075,-0.32,-1.837,-0.78,0.963,1.15,0.324,-1.038,-1.815,-1.926,0,-0.417,1.373,-2.761,2.303,0.105,-0.104,-0.45,14.952,-0.063,0.95,0.003,535.448,336.52,,,,,,
101751.588,302.249,1.173,0,-0.075,-0.48,-3.459,-1.672,0.642,1.359,0.433,-1.453,-1.388,-2.461,-0.447,0,1.585,-2.336,1.675,0.837,0,-0.563,14.972,-0.025,0.961,0.001,535.448,336.52,,,,,,
101755.62,302.246,1.173,0,-0.075,-0.32,-2.162,-3.232,1.07,1.359,0.433,-1.661,-1.602,-1.498,-0.893,-0.313,2.007,-2.549,2.199,1.047,0.208,-0.675,15.014,-0.025,0.961,0.002,535.448,336.52,,,,,,
101751.588,302.247,1.173,0,-0.075,-0.32,-1.945,-1.337,-0.534,1.255,0.324,-1.972,-1.922,-1.712,-0.335,-0.521,1.585,-2.23,1.989,0.419,-0.415,0.451,14.993,-0.006,0.95,0.003,535.448,336.52,,,,,,
101751.588,302.247,1.173,0.082,0.004,-0.16,-2.378,-1.226,1.284,0.627,0.216,-1.661,-1.815,-1.712,-0.335,0,1.479,-2.549,2.513,-0.209,0.208,0.226,14.983,-0.044,0.95,0.002,535.448,336.52,,,,,,
101747.557,302.254,1.173,0.526,0.162,-0.16,-1.837,-1.003,0.535,1.359,0.433,-1.972,-1.281,-2.033,0.224,-0.625,1.902,-1.699,2.094,1.047,0,-0.113,16.982,-0.006,1.103,0.002,535.448,336.52,,,,,,
101751.588,302.252,1.173,0,-0.075,-0.48,-1.945,-0.78,1.284,1.568,0.324,-1.142,-1.815,-1.498,-0.112,0.313,1.796,-2.336,2.303,-0.104,-0.207,0.113,16.982,-0.025,1.062,0.003,535.448,336.52,,,,,,
101751.588,302.25,1.173,0,-0.233,-0.16,-2.162,-1.56,1.606,1.777,0.216,-1.349,-1.388,-1.926,-0.558,0,2.43,-2.018,2.303,1.047,-0.311,-0.788,16.982,-0.025,1.113,0.003,535.448,336.52,,,,,,
101755.62,302.252,1.173,0.376,0.083,0,-2.054,-1.672,1.392,1.882,0.757,-1.868,-1.495,-1.284,-0.781,-0.521,2.219,-2.124,1.989,0.628,0.831,-0.788,16.992,-0.025,1.103,0.003,535.448,336.52,,,,,,
101751.588,302.257,1.173,0.376,0.083,0,-2.054,-0.892,0.535,1.777,0.433,-1.038,-1.602,-1.605,0.336,-1.355,1.796,-1.381,2.199,0.523,0.104,0.226,17.013,-0.006,1.113,0.003,535.448,336.52,,,,,,
101759.651,302.25,1.173,0.641,0.241,-0.16,-2.27,-0.669,1.07,0.732,0.324,-2.076,-1.281,-1.498,-0.335,0,1.69,-2.124,2.722,0.628,0.934,-0.338,17.034,-0.063,1.093,0.004,535.448,336.52,,,,,,
101755.62,302.262,1.173,0.376,0.083,0,-1.945,-1.56,1.177,1.777,-0.108,-1.453,-1.388,-1.391,-1.228,-0.208,2.43,-2.655,2.408,0.942,0.104,-0.338,17.023,-0.025,1.133,0.003,535.448,336.52,,,,,,
101759.651,302.257,1.173,0.376,0.083,0,-2.162,-0.892,0.107,1.987,0.757,-2.283,-1.388,-0.963,0,-0.208,2.113,-2.23,1.78,0.837,0.208,-1.126,17.013,-0.006,1.103,0.003,535.448,336.52,,,,,,
101759.651,302.259,1.173,0,-0.233,0,-2.054,-1.337,0.856,1.673,-0.108,-1.245,-1.708,-1.498,0.112,-0.104,1.69,-1.912,2.408,0,0.311,-0.338,17.023,-0.044,1.103,0.004,535.448,336.52,,,,,,
101747.557,302.254,1.173,0,-0.154,0.32,-2.918,-1.449,1.82,1.359,0.324,-1.245,-1.175,-1.926,0,0.209,1.796,-2.443,2.094,1.047,-0.207,-0.45,17.034,-0.025,1.103,0.003,535.448,336.52,,,,,,
101755.62,302.255,1.173,0.526,0.162,-0.16,-1.837,-2.118,0.535,2.091,0,-2.18,-1.281,-1.498,-0.893,-0.313,1.585,-2.443,2.617,0.628,0.104,-0.788,17.023,-0.025,1.103,0.003,535.448,336.52,,,,,,
101755.62,302.254,1.173,0,-0.154,-0.16,-2.054,-1.226,0.642,1.464,0.324,-1.557,-1.388,-1.926,0.224,-0.521,1.796,-2.655,1.78,0.209,0.311,-0.338,17.003,-0.025,1.123,0.003,535.448,336.52,,,,,,
101763.683,302.252,1.173,0,-0.154,0.16,-2.27,-1.115,1.177,1.255,0.649,-1.557,-1.602,-1.819,-0.112,0,1.268,-2.124,2.408,0.105,0.415,-0.225,17.013,-0.025,1.103,0.004,535.448,336.52,,,,,,
101755.62,302.252,1.173,0,-0.154,0,-2.162,-1.783,0.856,1.777,-0.108,-1.764,-1.708,-1.819,-0.112,-0.208,2.007,-2.549,2.094,1.151,-0.207,0.226,17.023,-0.025,1.093,0.003,535.448,336.52,,,,,,
101747.557,302.254,1.173,0.082,0.004,0.16,-1.621,-0.892,0.535,1.255,1.081,-1.972,-1.495,-1.284,-0.223,-0.834,2.113,-2.336,2.617,0.628,0.831,-1.013,17.013,-0.044,1.103,0.003,535.448,336.52,,,,,,
101763.683,302.254,1.173,0.376,0.083,0.32,-2.378,-0.557,0.214,1.255,-0.108,-1.661,-1.495,-1.605,0.559,-0.104,1.268,-2.443,1.885,0.523,0.311,0.226,17.003,-0.025,1.082,0.003,535.448,336.52,,,,,,
101755.62,302.252,1.173,0,-0.154,0.48,-2.81,-1.449,1.284,1.882,0.433,-1.764,-1.068,-2.889,-0.223,0,1.479,-2.443,2.722,0.628,0,-0.338,17.034,-0.025,1.113,0.004,535.448,336.52,,,,,,
101759.651,302.255,1.173,0.641,0.241,0.32,-1.945,-2.006,1.499,2.091,0.216,-1.142,-1.068,-1.07,-0.67,0.313,2.113,-2.23,2.722,1.047,0.727,-0.338,17.034,-0.025,1.113,0.003,535.448,336.52,,,,,,
101751.588,302.25,1.173,0.526,0.162,0.16,-2.378,-0.78,0,1.673,0.433,-1.453,-1.068,-1.605,0.783,-0.625,2.219,-1.699,2.094,0.523,0.727,-0.225,17.023,-0.006,1.113,0.002,535.448,336.52,,,,,,
101759.651,302.252,1.173,0.376,0.083,0,-1.945,-1.115,1.284,1.568,0.757,-1.453,-0.854,-1.712,0.447,0,1.69,-2.124,2.827,0.419,0.519,-0.225,17.013,-0.044,1.103,0.002,535.448,336.52,,,,,,
101751.588,302.255,1.173,0.376,0.083,0.32,-1.837,-2.006,0.214,1.464,-0.216,-1.557,-1.495,-2.354,-0.446,-0.104,1.902,-2.655,1.885,0.628,-0.726,-0.901,18.991,-0.025,1.245,0.004,535.448,336.52,,,,,,
101763.683,302.254,1.173,0,-0.075,-0.16,-2.27,-1.672,0.963,1.568,0.433,-2.906,-1.708,-2.033,-0.67,-0.521,1.585,-2.443,2.094,0.628,0.623,-0.901,19.002,-0.025,1.225,0.004,535.448,336.52,,,,,,
101743.525,302.255,1.173,0.376,0.083,0,-2.162,-1.226,0.642,1.15,0.324,-1.557,-2.349,-2.675,-0.335,-0.834,1.057,-2.655,2.513,-0.209,-0.415,-0.45,18.991,-0.025,1.235,0.003,535.448,336.52,,,,,,
101759.651,302.254,1.173,0,-0.075,-0.16,-2.918,-1.56,0.428,1.046,-0.108,-1.972,-1.175,-2.461,-0.446,0,0.951,-2.336,2.303,0.419,0,-0.45,18.991,-0.025,1.225,0.003,535.448,336.52,,,,,,
101751.588,302.255,1.173,0,-0.154,-0.16,-2.054,-2.341,1.07,1.255,0.108,-1.453,-1.602,-1.926,-1.116,-0.417,2.536,-2.867,2.617,0.733,0.208,-0.563,18.971,-0.025,1.235,0.003,535.448,336.52,,,,,,
101751.588,302.254,1.173,0,-0.154,0,-2.81,-1.003,0.107,1.359,0.108,-2.491,-1.495,-1.926,-0.335,-0.521,1.69,-1.912,0.838,0.942,0.208,-0.225,19.012,-0.006,1.225,0.003,535.448,336.52,,,,,,
101751.588,302.249,1.173,0,-0.154,0.16,-2.486,-1.226,1.499,1.464,0.324,-1.661,-1.708,-1.605,-0.223,0.418,1.796,-2.443,2.617,-0.104,0.623,-0.225,18.991,-0.006,1.235,0.003,535.448,336.52,,,,,,
101751.588,302.257,1.173,0.526,0.162,0.16,-2.162,-1.672,1.177,1.882,0.216,-1.453,-1.388,-2.247,-0.223,-0.313,2.536,-2.23,2.199,0.837,-0.518,0.113,18.981,-0.025,1.214,0.003,535.448,336.52,,,,,,
101755.62,302.252,1.173,0,-0.075,0,-1.837,-0.892,0.428,1.255,0.433,-1.764,-1.495,-1.498,-0.447,-0.834,1.902,-2.124,2.722,0.523,0.519,-0.788,19.012,-0.025,1.255,0.003,535.448,336.52,,,,,,
101755.62,302.255,1.173,0.376,0.083,0.16,-2.054,-0.892,0.428,1.464,0.757,-1.349,-1.815,-1.177,0.447,-0.625,1.902,-1.805,3.246,0.628,0.208,0.113,18.96,-0.025,1.204,0.004,535.448,336.52,,,,,,
101763.683,302.254,1.173,0.376,0.083,0.16,-2.378,-1.115,0.963,1.777,0.541,-1.661,-1.175,-2.033,0,0,1.69,-2.018,3.036,0.733,0.208,0.226,19.002,-0.025,1.225,0.003,535.448,336.52,,,,,,
101763.683,302.254,1.173,0.526,0.162,0.32,-1.513,-1.672,1.07,1.882,0.433,-1.661,-1.068,-1.391,-0.335,0,2.324,-2.549,2.513,0.523,0.415,-0.113,18.991,-0.044,1.225,0.003,535.448,336.52,,,,,,
101755.62,302.252,1.173,0.082,0.004,0.16,-1.945,-0.892,0.642,1.464,0.757,-2.387,-1.708,-1.712,0.559,0.104,1.902,-2.124,1.989,1.047,0.104,-0.338,18.981,-0.025,1.225,0.004,535.448,336.52,,,,,,
101763.683,302.252,1.173,0.376,0.083,0.16,-2.378,-0.892,1.392,1.255,0.324,-1.245,-1.922,-1.498,0.559,-0.521,2.007,-1.699,2.513,-0.313,1.142,0.226,18.981,-0.025,1.214,0.004,535.448,336.52,,,,,,
101759.651,302.254,1.173,0.526,0.162,0.16,-2.486,-1.226,1.499,1.568,0,-1.453,-1.388,-2.14,0.224,0.522,1.902,-1.699,2.827,1.465,0,-0.563,18.991,-0.025,1.225,0.004,535.448,336.52,,,,,,
101755.62,302.254,1.173,0.376,0.083,0.16,-2.378,-1.672,1.07,1.777,0.433,-1.453,-1.281,-0.963,-1.005,0.313,2.219,-1.805,2.827,0.942,0.831,-0.901,18.971,-0.025,1.225,0.003,535.448,336.52,,,,,,
101751.588,302.249,1.173,0.376,0.083,0,-2.054,-0.892,0.749,1.882,-0.108,-1.245,-1.068,-1.391,0.447,-0.208,2.747,-1.593,2.617,1.674,0.623,0.338,18.991,-0.006,1.235,0.003,535.448,336.52,,,,,,
101755.62,302.252,1.173,0.376,0.083,0.16,-2.162,-1.115,1.713,1.464,1.298,-1.557,-1.175,-1.391,0.559,0.731,1.162,-1.912,2.827,0.523,0.831,0,18.981,-0.006,1.225,0.003,535.448,336.52,,,,,,
101755.62,302.25,1.173,0,-0.154,0.48,-1.405,-1.337,1.392,2.405,0.324,-1.245,-0.961,-1.07,0.671,0.313,2.747,-1.593,2.199,1.256,0.934,0.677,18.991,-0.025,1.235,0.004,535.448,336.52,,,,,,
101751.588,302.252,1.173,0.526,0.162,0,-1.513,-0.78,1.177,1.673,1.298,-2.076,-1.175,-1.284,0.336,-0.313,2.536,-1.381,2.199,1.151,1.038,-0.675,18.981,-0.025,1.225,0.004,535.448,336.52,,,,,,
101759.651,302.267,1.173,24.98,365.912,0.16,385.755,386.535,388.982,389.262,389.008,386.363,386.388,386.23,386.665,387.883,388.822,385.79,389.854,387.419,387.708,386.684,-6.945,-2.41,-0.126,-0.091,535.448,336.52,,,,,,
